UDISE Code,School Name,Report Date,Timestamp,Total Student Enrolment without Aadhaar,Total Aadhaar Based Student Enrolment,Kitchen Sheds Available,Conditions of Kitchen Sheds,Kitchen Device Available,Conditions of Kitchen Device,Food Grain Available,Food Grain Unavailable Reason,No of Cook Engaged,Reason if cook not Available,Best Practices Adopted,Name the Best Practices,Nutrition Kitchen Grade,Types of Vegetables Grown,School Fencing Facilities,Handwashing Facilities,Drinking Water Facilities,Source of Water Facilities,Tithi Bhojan Celebrated,"If Yes, How Many Days",No. of Children Benefited,Monthly School Introspection,Monthly School Inspection
17070104006,RIATSALIYA NIAMTRE SSA LP SCHOOL MIHMYNTDU,2025-12-02,12:34:49,34,106,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,No,,,140,,
17100100804,RISING UPS,2025-12-05,14:39:46,1,46,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,47,,
17100102502,RISINGSUN UPS NONGEITSER,2025-12-05,12:23:25,,,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,0,,
17060502904,RIWAH ROMAN CATHOLIC LP,2025-12-05,08:57:46,0,1,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,No,Yes,Yes,,,1,,
17110211101,RONGCHUNGRE LPS,2025-12-03,14:26:18,2,16,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,18,,
17020111901,RONGGOMGITTIM L.P.SCHOOL,2025-12-01,11:10:44,0,12,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,12,,
17080121201,RONGGOP RELIEF L.P.S.,2025-12-01,11:05:04,0,10,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,Yes,,,10,,
17110216202,RONGKAIGRE CHAMBUGONGGITIM LPS,2025-12-03,10:11:29,11,5,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,Yes,,,16,,
17110216203,RONGKAIGRE SSA UPS,2025-12-03,13:07:16,2,13,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,15,,
17010210101,RONGKHONGRE GOVT. LPS,2025-12-01,10:04:30,28,40,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,68,,
17020314801,RONGONGGRE U.P.S,2025-12-03,08:46:08,16,6,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,22,,
17110112101,RONGRAMGRE GOVT. LPS,2025-12-05,09:58:06,4,13,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,17,,
17020309003,RONGRENG BAIZA L.P.S,2025-12-01,12:53:18,12,18,Yes,Need Store Room,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,30,,
17010128201,RONGSAIGRE GOVT. LP SCHOOL,2025-12-01,14:35:59,9,20,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,,,,,,,29,,
17110215001,RONGSEPGRE GOVT. LPS,2025-12-01,14:52:48,63,8,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,71,,
17040123801,SALBARI LPS,2025-12-04,12:35:03,0,0,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,0,,
17110209702,SALMANPARA LPS,2025-12-02,13:54:15,13,28,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,41,,
17110111701,SAMATI GOVT. LPS,2025-12-01,10:05:01,0,35,Yes,Need Store Room,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,Yes,No,No,,,35,,
17110206804,SANJANGPARA GIMBILGITTIM SSA LPS,2025-12-03,09:21:25,18,20,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,Yes,,,38,,
17070116603,SAPHOH WAIONG LPS,2025-12-03,08:12:57,31,3,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,,,,,,,34,,
17110112601,SAPTHOKA LPS,2025-12-01,14:00:57,0,29,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,No,Yes,,,29,,
17110220401,SATBONI SSA UPS,2025-12-01,15:46:14,1,17,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,Yes,,,18,,
17070200912,SEINRAIJ LPS SSA MUKHAP,2025-12-02,09:01:15,19,106,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,125,,
17100112502,SENG KHASI LPS MAWSYNTIEW,2025-12-01,13:31:00,14,4,Yes,Good Condition,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,18,,
17070206207,SHANGPUNG DIST PRES,2025-12-01,10:38:14,41,53,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,94,,
17070202802,SHANGPUNG KHLIEHRANGNAH GOVT. LPS,2025-12-02,09:17:06,42,129,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,No,No,,,171,,
17070202501,SHANGPUNG PRES LPS,2025-12-03,12:29:11,,,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17110116001,SHIPRAKUMALI GOVT. LPS,2025-12-01,10:27:32,0,13,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,13,,
17070300601,SHKENPYRSIT GOVT. PS,2025-12-05,13:09:52,,,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17070300702,SHKENTALANG GOVT. LPS,2025-12-05,15:46:37,,,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,No,No,,,0,,
17100203801,SHNONGKALONG GOVT  LP,2025-12-02,11:30:18,,,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,0,,
17090205715,SHUR SHUR LPS JALAPHET,2025-12-01,12:33:03,5,127,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,132,,
17010128504,SHYAMNAGAR GIRLS SSA UPS,2025-12-02,14:58:52,5,6,No,Fully Damaged,No,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,11,,
17060702901,SISTER N. E. NICHOLS ROY SSA L.P SCHOOL,2025-12-03,11:32:26,,,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17100118301,SKELIN MEMORIAL LPS,2025-12-04,13:33:10,0,0,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,Yes,,,0,,
17080151702,SNALGRE L.P.SCHOOL,2025-12-01,09:54:25,56,33,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,89,,
17090100214,SOHKYMPHOR DONGIAW UPS,2025-12-03,13:20:18,0,34,No,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,34,,
17090100202,SOHKYMPHOR WAH GOVT LPS,2025-12-05,09:31:27,11,49,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,60,,
17070100106,SOHMYNTING DONGDIEN LPS,2025-12-02,11:44:35,0,4,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,-,-,-,-,Yes,Yes,Yes,Yes,,,4,,
17070100102,SOHMYNTING GOVT LPS,2025-12-02,11:46:07,80,71,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,151,,
17110225503,SOMONPARA GOVT. LPS,2025-12-04,08:50:17,23,14,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,No,Yes,,,37,,
17110225502,SOMONPARA MEGAPGRE LPS,2025-12-02,10:37:12,20,14,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,Yes,,,34,,
17110112201,SONABILL GOVT. LPS,2025-12-01,15:41:07,4,8,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,12,,
17110111601,SONAMATTEE GOVT. (H) LPS,2025-12-02,11:25:21,2,10,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,Yes,,,12,,
17010207401,SONGADINGGRE GOVT. LPS,2025-12-01,10:46:42,15,13,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,28,,
17010311702,SONGGITCHAMGRE SSA UPS,2025-12-03,14:21:44,1,15,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,16,,
17110208901,SONGMAGRE ABRENGGITIM LPS,2025-12-02,10:14:06,5,16,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,,,,,,,21,,
17100200104,ST CLARETT RCLP RAJAJU,2025-12-04,08:55:44,38,60,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,,,,,,,98,,
17110115702,SULGURI GOVT. LPS,2025-12-01,11:03:23,0,28,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,Yes,Yes,Yes,Yes,,,28,,
17090112602,SUNAPYRDI GOVT LPS,2025-12-04,11:06:55,5,6,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,11,,
17070102316,SUNNY DALE SSA LPS,2025-12-05,09:36:20,0,35,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,Yes,Yes,,,35,,
17090107013,SUNNY HILLS UPS,2025-12-05,14:18:02,11,30,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,-,-,-,-,No,No,No,No,,,41,,
17110116501,TAKTAKI GOVT. LPS,2025-12-02,13:28:06,0,13,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,13,,
17110124001,TALLANGGRE SSA LPS,2025-12-01,12:19:42,0,0,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,0,,
17110119501,TALLANG-MANGGAGRE LPS,2025-12-01,11:05:49,,,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,,,,,,,0,,
17070109103,TAMU UPS- SSA,2025-12-03,12:45:27,0,0,Yes,Good Condition,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,0,,
17110109403,TANGABARI GOVT. LPS,2025-12-05,08:55:18,1,24,Yes,Good Condition,No,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,25,,
17110108702,TEPORPARA GOVT. LPS,2025-12-02,13:36:27,45,85,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,130,,
17070211501,THADBAMON GOVT LPS,2025-12-02,10:39:39,0,4,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,No,No,,,4,,
17070211301,THADIALONG LPS,2025-12-03,09:45:52,1,6,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,7,,
17040132902,THIEPJAPHLANG UPS,2025-12-01,10:36:41,20,46,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,66,,
17070115109,TOME MEMORIAL LPS,2025-12-03,10:03:35,10,179,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,189,,
17070115113,TOME MEMORIAL UPS- MOORALONG- JOWAI,2025-12-01,10:09:47,0,141,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,Yes,Yes,Yes,,,141,,
17110223701,TORANGPARA LPS,2025-12-01,08:35:45,5,32,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,37,,
17090100603,TUBER KMAISHNONG GOVT LPS,2025-12-01,11:06:27,8,55,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,Yes,Yes,,,63,,
17070311005,TYMPANG CLUB NONGTALANG LPS,2025-12-03,12:43:28,0,24,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,24,,
17070115108,TYNDOWAPUNG LPS,2025-12-05,10:34:11,21,8,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,29,,
17050202101,UMEIT LP SCHOOL,2025-12-04,10:13:45,,,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17040405103,UMJEI RCLPS,2025-12-02,09:04:46,0,0,Yes,Need Store Room,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,0,,
17070105401,UMLADANG LPS,2025-12-03,13:58:26,1,5,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,No,No,,,6,,
17070207001,UMSALAIT GOVT LPS,2025-12-03,10:34:03,0,11,No,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,11,,
17050100902,UP SCHOOL PAHAMBIR LUM,2025-12-04,11:06:15,7,3,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,10,,
17110214101,UPPER HULLUKONA GOVT. LPS,2025-12-03,09:31:57,,,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17070115903,VALABHAI PATEL IAWMUSIANG GOVT LPS,2025-12-01,13:35:33,0,46,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,46,,
17070103202,WAHIAJER MAYA CLUB LPS,2025-12-01,11:55:41,27,102,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,No,,,129,,
17070110412,WAHIONGBANG LPS,2025-12-03,13:58:05,27,50,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,No,No,,,77,,
17070101703,WAHRYMBAI RC LPS,2025-12-01,10:48:40,4,28,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,32,,
17100109602,WAHSIEJ GOVT LPS,2025-12-04,13:27:33,16,35,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,51,,
17110105802,WAKKA KAMAGRE SSA UPS,2025-12-03,10:53:17,9,10,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,19,,
17110106502,WAKKAGRE SSA UPS,2025-12-01,15:03:19,3,0,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,3,,
17110105801,WAKKA-KAMAGRE LPS,2025-12-01,15:10:44,1,15,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,16,,
17010111101,WANOKGRE SSA LPS,2025-12-03,09:24:40,25,1,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,26,,
17080215501,WARAMJA GOVT. L.P.S,2025-12-01,12:46:58,0,0,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,Yes,,,0,,
17080101602,DARAM CHARITY U.P.SCHOOL,2025-12-01,12:08:42,2,21,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,Yes,Yes,,,23,,
17110203601,KULLUPARA ADHOC LPS,2025-12-04,13:06:48,6,12,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,18,,
17040215202,RAMSNGIWAR UPS,2025-12-03,11:26:27,22,12,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,34,,
17010403001,CHIBRAGRE ADHOC UP SCHOOL,2025-12-01,09:28:29,0,2,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,Yes,,,2,,
17110211501,ANANGPARA UPS,2025-12-01,15:06:28,5,10,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,15,,
17110211701,ANANGPARA SONGMA LPS,2025-12-02,10:56:01,4,7,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,11,,
17040242207,MAWIAWBAN PRES LPS,2025-12-04,11:55:13,40,10,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,50,,
17110216101,KANGKANGGRE UPS,2025-12-04,14:49:11,7,15,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,Yes,Yes,,,22,,
17110217901,DIMILGRE UPS,2025-12-05,13:01:35,4,20,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,24,,
17110219901,NEW DHAKDHAKIPARA LPS,2025-12-04,13:58:55,5,15,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,Yes,Yes,,,20,,
17080134201,DILMA MONGPANGGRE U.P.SCHOOL,2025-12-01,14:31:58,3,21,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,24,,
17100100802,SOHKHYLLAM RCLPS,2025-12-01,12:52:20,3,15,Yes,Good Condition,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,18,,
17040247801,MAWLANGNIANG PRES LPS,2025-12-01,13:02:41,19,24,Yes,Good Condition,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,43,,
17010300601,RONI ASIM ADHOC UPS,2025-12-04,13:31:27,5,24,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,,,,,,,29,,
17100103101,JYRWA UPS,2025-12-04,15:40:15,0,6,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,6,,
17060902005,MAWPREM PRES NEPALI UP SCHOOL,2025-12-02,12:32:08,0,11,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,11,,
17070102901,SAW BALANG UPS- SOHPHOH,2025-12-02,08:29:55,0,0,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,0,,
17100108206,J J M COG LPS,2025-12-01,08:33:51,20,2,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,Yes,Yes,Yes,No,,,22,,
17070108901,KHANDULI UPS,2025-12-02,14:42:06,6,55,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,Yes,No,Yes,Yes,,,61,,
17090205716,JALAPHET UPS,2025-12-03,13:11:40,9,122,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,No,,,131,,
17070200901,MUKHAP UPS,2025-12-05,12:52:56,9,86,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,95,,
17070211205,SHILLIANGMYNTANG PRES UPS,2025-12-05,13:19:11,0,80,Yes,Need Replacement,Yes,Need Replacement,No,Food Grain Not Received,Yes,-,Yes,-,-,-,Yes,No,No,No,,,80,,
17070202701,LUMMUROO UPS,2025-12-02,13:16:25,121,121,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,242,,
17100119516,LITTLE STAR SEC. (UPS SECTION),2025-12-01,12:41:24,25,160,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,Yes,Yes,Yes,,,185,,
17070110401,NONGLATEM UPS,2025-12-05,15:07:34,55,66,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,121,,
17040103602,THAIEM RCLP,2025-12-04,10:02:54,2,18,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,No,No,,,20,,
17060206940,PYNTHORUMKHRAH PRES. UP SCHOOL,2025-12-01,09:13:18,5,57,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,62,,
17030117101,DEPOTAGRE L.P.S.,2025-12-02,10:59:00,1,12,Yes,Need Minor Repair,No,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,Yes,Yes,,,13,,
17040128101,MADANJAIAW LPS,2025-12-02,12:51:45,136,19,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,155,,
17040200401,B JAHRIN CHRISTIAN UPS,2025-12-04,12:58:33,,,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,0,,
17080111301,KATDONGRI L.P.SCHOOL,2025-12-01,11:45:03,20,4,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,24,,
17110100307,ST.CLARET AMPATI LPS,2025-12-02,13:59:04,769,244,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,Yes,Yes,Yes,,,1013,,
17080116501,GOSINGPITA BAKRA L.P.SCHOOL,2025-12-01,11:42:20,0,3,Yes,Need Minor Repair,No,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,3,,
17090105901,WAHSARANG LPS,2025-12-04,14:32:19,56,22,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,Yes,,,78,,
17060503206,MAWHIANG DOMSOHJHUR RCLPS,2025-12-05,08:08:08,0,14,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,Yes,,,14,,
17080201201,UPPER BOLSALDAM L.P.S.,2025-12-01,13:35:14,,,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17110118301,RONGSANGGRE UPS,2025-12-05,13:32:15,4,19,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,23,,
